NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
239,AMBUCS HUB City Playground,Maxey Park,,26th Street and Nashville Avenue,Lubbock,TX,79410,"26th Street and Nashville Avenue Lubbock, TX 79410",38.8980949,-76.9796563,,,,,"This Landscape Structures playground is nicknamed the ""bouncy playground.Ó The 20,000 square foot playground offers numerous bridges, slides and lookouts. Other amenities include a wheelchair accessible sandbox and swing area.  The playground consultant for this playground was Exerplay.  In addition the playground, Maxey Park includes baseball fields, basketball court,boat/canoe rental, boat ramp, fishing, Maxey Community Center, Maxey swimming pool (seasonal) and volleyball courts.","The 20,000 square foot playground offers numerous bridges, slides and lookouts. Other amenities include a wheelchair accessible sandbox and swing area.",,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,,Lower Cascades Park,,2851 North Old State Road 37,Bloomington,IN,47404,"2851 North Old State Road 37 Bloomington, IN 47404",38.8980949,-76.9796563,,,,,This playground is the cityÕs largest and most accessible playground.,This playground is the cityÕs largest and most accessible playground.,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,,Eddie Deussen Jr. Park,,405 Shaffner Street,Ponder,TX,76259,"405 Shaffner Street Ponder, TX 76259",38.8980949,-76.9796563,,,,,"This western themed playground designed by Leathers and Associates has a slide descending from a giant cowboy boot, a ""Wild WestÓ maze, a Western town around a sandbox, a spring pony, a bucking bronco platform, swings, tunnels and climbing spaces. The 6,300-square-foot park has other special touches that include a therapeutic swing, a low ladder and crawl tunnel, and a ramp to a rocking covered wagon that allows a child in a wheelchair to join the fun.","This western themed playground has a slide descending from a giant cowboy boot, a ""Wild WestÓ maze, a Western town around a sandbox, a spring pony, a bucking bronco platform, swings, tunnels and climbing spaces. The 6,300-square-foot par also includes a therapeutic swing, a low ladder and crawl tunnel, and a ramp to a rocking covered wagon that allows a child in a wheelchair to join the fun.",,R-TMFU,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,Play For All Playground,,,151 North A.W. Grimes Blvd.,Round Rock,TX,78665,"151 North A.W. Grimes Blvd. Round Rock, TX 78665",38.8980949,-76.9796563,,,,,"The park entrance is located under the railroad bridge.  The park includes several pods each intended to develop specific skills for all children including: Retreat Pod, Sensory Pod-Sand Box, Rock Band Pod, Rolling Hill/Performance Lawn, Sensory Pod, All Abilities Playscape, All Ability Swings and Brushy Creek Village life skills area.",,,Robert,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,Morgan's Wonderland,,,5223 David Edwards Drive,San Antonio,TX,78233,"5223 David Edwards Drive San Antonio, TX 78233",38.8980949,-76.9796563,,,,,"The Park includes: a gymnasium, Sensory Villageª, a Butterfly Playground, the Wonderland Express, an Off-Road Adventure Ride, a Carousel, a fishing wharf, the Pirate Island Playground & Sitting Garden, a water, sand and music play area, traditional and adaptive swings and a picnic area. The two playgrounds were built with Landscape Structures Inc equipment and the playground consultant on the project was Lone Star Recreations. Reservations are needed prior to visiting. Please visit their website for all the information. MorganÕs Wonderland is an accessibleplayground.net featured playground.","The Park includes a gymnasium, Sensory Villageª, a Butterfly Playground, the Wonderland Express, an Off-Road Adventure Ride, a Carousel, a fishing wharf, the Pirate Island Playground & Sitting Garden, a water, sand and music play area, traditional and adaptive swings and a picnic area.",,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,Rotary Club of Temple South Accessible Playground,Lions Park,,4320 Lions Park Road,Temple,TX,76502,"4320 Lions Park Road Temple, TX 76502",38.8980949,-76.9796563,,,,,"The major components of the playground include: three large interconnected decks with play events attached, swings, a whirl, a see-saw, an elevated sandbox, a freestanding hammock, a race car spring rider, and several other play events all designed with accessibility and inclusion in mind. The playground also features a combination of engineered wood fiber and recycled, poured-in-place surfacing.","The playground includes  three large interconnected decks with play events attached, swings, a whirl, a see-saw, an elevated sandbox, a freestanding hammock and a race car spring rider. The playground also features a combination of engineered wood fiber and recycled, poured-in-place surfacing.",,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,Park of Dreams,Volunteer Park,,1700 Welch Street,Brownsville,TN,38012,"1700 Welch Street Brownsville, TN 38012",38.8980949,-76.9796563,,,,,,,,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,,Spring Creek Elementary School,,1100 Spring Creek Road,Chattanooga,TN,37412,"1100 Spring Creek Road Chattanooga, TN 37412",38.8980949,-76.9796563,,,,,The playground was designed by Gametime.,,,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,Riverwalk,McGregor Park,,640 North Riverside Drive,Clarksville,TN,37040,"640 North Riverside Drive Clarksville, TN 37040",38.8980949,-76.9796563,,,,,"The park has a one-mile walking trail, picnic areas and an  ADA accessible playground. Also includes a boat ramp to  Cumberland River and a museum depicting ClarksvilleÕs river history.",,,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,John Mark Stallings Playground,,,,Hartsell,AL,35640,,38.8980949,-76.9796563,,,,,"The playground includes a huge splash pad. There are 23 different spray features. There are water cannons, an elephant that shoots water out its trunk, a tiger that shoots water and a bucket drop that fills with water and dumps out on the people below. There is also a swing area. A third phase is still the works.",,,Robert,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,Gabriel's Garden,North Park,,210 DeMonbren Drrive,Jackson,TN,38305,"210 DeMonbren Drrive Jackson, TN 38305",38.8980949,-76.9796563,,,,,,,,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,Darrell's Dream & Lion's Narnia Braille Trail,Warrior's Path State Park,,1678 Fall Creek Road,Kingsport,TN,37664,"1678 Fall Creek Road Kingsport, TN 37664",38.8980949,-76.9796563,,,,,"The facility features a variety of outdoor recreation experiences for children of all abilities. The Lions Narnia Braille Trail has eight sensory stations along a quarter-mile, wheelchair-accessible trail. Each station has an exhibit, a large-print sign with Braille, and speaker with push button that activates an audio theatrical recording.",,,Robert,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,Freedom Field,Parkside Elementary School,,1400 Parkside Drive,Columbus,IN,47203,"1400 Parkside Drive Columbus, IN 47203",38.8980949,-76.9796563,,,,,"This Landscape StructureÕs PlayBooster¨ playground has a theme of ""No child left behind.Ó The entire area is inclusive and provides activities for all ages and abilities. The park includes many custom play events as well as The Rock and Spacenetª Climbers. Custom safety surfacing makes the playground accessible for all.  The playground consultant on this project was Countryside Play Structures.","This playground has a theme of ""No child left behind.""  The park includes many custom play events as well as The Rock and Spacenet Climbers. Custom safety surfacing makes the playground accessible for all.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,Ashley Nicole Dream Playground,Caswell Park,,620 Winona Street,Knoxville,TN,37902,"620 Winona Street Knoxville, TN 37902",38.8980949,-76.9796563,,,,,,,,Robert,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,John Mark Stallings Special Needs Accessible Playg,,,406 Nance Ford Raod,Hartselle,AL,35640,"406 Nance Ford Raod Hartselle, AL 35640",38.8980949,-76.9796563,,,,,NPR,,,Robert,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,,Ashe Park,,2701 East 74th Street,Chicago,IL,60649,"2701 East 74th Street Chicago, IL 60649",38.8980949,-76.9796563,,,,,Ashe Beach Park lies along Lake Michigan in ChicagoÕs South Shore neighborhood.,Ashe Beach Park lies along Lake Michigan in ChicagoÕs South Shore neighborhood.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,,Athletic Field Park,,3546 West Addison Street,Chicago,IL,60618,"3546 West Addison Street Chicago, IL 60618",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,In addition to the playground there is a spraypool,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,,Berger Park Cultural Center,,6205 North Sheridan Road,Chicago,IL,60660,"6205 North Sheridan Road Chicago, IL 60660",38.8980949,-76.9796563,,,,,"Here the play area is shaped like a pirate ship.  There is an accessible water fountain and a mosaic art bench. Description from Chicago Parent, ChicagoÕs Best Playground Ó Northsiders living near this traffic-heavy section of Sheridan Road donÕt have much public waterfront to call their own. ThatÕs what makes this right-on-the-lake park such a gem. Berger has four beautiful, converted-mansion buildings on its grounds-side-by-side cultural centers, a restaurant called the Waterfront Cafe and a coach house, (now used as a theater)-and a newly rehabbed ADA-accessible playground. With the water just a few feet away, the soft-surface playgroundÕs pirate ship looks as if it just came ashore. There are bathrooms in the cultural center and snacks at the cafe.Ó",The play area is shaped like a pirate ship.  There is an accessible water fountain and a mosaic art bench.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,,Beverly Park,,2460 West 102nd Street,Chicago,IL,60655,"2460 West 102nd Street Chicago, IL 60655",,,,,,,In addition to the playground there is a spraypool,In addition to the playground there is a spraypool,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
256,,Bosley Park,,3044 South Bonfield Street,Chicago,IL,60608,"3044 South Bonfield Street Chicago, IL 60608",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,In addition to the playground there is a spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,,Brighton Park,,3501 South Richmond Stree5,Chicago,IL,60632,"3501 South Richmond Stree5 Chicago, IL 60632",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,,Bromann Park,,5400 North Broadway Street,Chicago,IL,60640,"5400 North Broadway Street Chicago, IL 60640",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,,Broncho Billy Park,,4437 North Magnolia Avenue,Chicago,IL,60640,"4437 North Magnolia Avenue Chicago, IL 60640",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,n addition to the playground there is a spraypoo,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Taylor's Dream Boundless Playground,Kreager Park,,Off North River Road,Fort Wayne,IN,46815,"Off North River Road Fort Wayne, IN 46815",38.8980949,-76.9796563,,,,,"The playground features a splash pad in the center.  Surrounding the splash, is a ramped structure for 5-12 year olds, a ramped structure for 2-5 year olds, swings, a music area, T-Rex,an Areoglider  and a NEOs game.  The playground was built by Playworld Midstates with equipment from Playworld Systems.","The playground features a splash pad in the center, ramped structures, swings, a music area, T-Rex, an Areoglider and a NEOs game.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,,Burnham Park - Soldier Field,,433 East McFetridge Drive,Chicago,IL,60605,"433 East McFetridge Drive Chicago, IL 60605",38.8980949,-76.9796563,,,,,In addition to the playground there are walking paths and a skate park.,In addition to the playground there are walking paths and a skate park.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,,Cedar Park,,5311 North Winthrop Avenue,Chicago,IL,60640,"5311 North Winthrop Avenue Chicago, IL 60640",38.8980949,-76.9796563,,,,,Located in the Edgewater community and also includes a spraypool.,Located in the Edgewater community and also includes a spraypool.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,,Columbus Park,,500 South Central Avenue,Chicago,IL,60644,"500 South Central Avenue Chicago, IL 60644",38.8980949,-76.9796563,,,,,"Columbus Park is a very large and includes facilities for swimming, boxing, tennis and gyms.  There are also many walking paths through Columbus Park.  The playground is a ""Boundless PlaygroundªÓ","The park includes facilities for swimming, boxing, tennis and gyms.",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,,Commercial Park,,1845 West Rice Street,Chicago,IL,60622,"1845 West Rice Street Chicago, IL 60622",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,,Cooper Park,,11712 South Ada Street,Chicago,IL,60643,"11712 South Ada Street Chicago, IL 60643",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,,Cotton Tail Park,,44 West 15th Street,Chicago,IL,60605,"44 West 15th Street Chicago, IL 60605",38.8980949,-76.9796563,,,,,Named for the cotton-tailed rabbits that inhabit the park.,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,,Dean Park,,1344 North Dean Street,Chicago,IL,60622,"1344 North Dean Street Chicago, IL 60622",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,In addition to the playground there is a spraypool,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,,Dunham Park,,4638 North Melvina Avenue,Chicago,IL,60630,"4638 North Melvina Avenue Chicago, IL 60630",38.8980949,-76.9796563,,,,,"Dunham Park serves its west Portage Park community residents with a number of athletic and recreational activities and events.  Outdoors, Dunham Park features a senior baseball field, four junior baseball fields, a softball field, two tennis courts, a multi-purpose court, a horseshoe pit, a playground, and a spray pool.","The park features a senior baseball field, four junior baseball fields, a softball field, two tennis courts, a multi-purpose court, a horseshoe pit, a playground, and a spray pool.",,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,,Ellis/Madden Park,,535 East 35th Street,Chicago,IL,60616,"535 East 35th Street Chicago, IL 60616",38.8980949,-76.9796563,,,,,The park district and the board of education offer joint programming at nearby Donoghue School.  In addition to the playground there are walking paths throughout the park.,In addition to the playground there are walking paths throughout the park.,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,,Erhler Park,,2230 West Cortland Street,Chicago,IL,60647,"2230 West Cortland Street Chicago, IL 60647",38.8980949,-76.9796563,,,,,,,,R-TMFU,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,,Arch Street Park,,320 Arch Street,Lawrenceburg,IN,47025,"320 Arch Street Lawrenceburg, IN 47025",38.8980949,-76.9796563,,,,,"The newly enhanced and renovated park provides children with fun and relaxation for everyone.. A new basketball court, swings, bathrooms and a large play set.",,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
